yanıt sayısı,yeniden gönderi sayısı,beğeni sayısı,yer işareti sayısı,görüntülenme sayısı,user_name,nick,date,Tweet,Tweet_Preprocessed,sentiment,score,Ner_results
100,2987,20159,355,365005,@TeamUSA,Team USA,6s,"NO ONE LIKE U.S. 

The women of 
@USAGym
 have won 6-straight Olympic all-around titles!

#ParisOlympics",no one like us the women of have won 6straight olymp allaround titl,neutral,0.6557026505470276,"[{'entity': 'LOC', 'word': 'U S'}, {'entity': 'LOC', 'word': 'USA'}, {'entity': 'MISC', 'word': 'Olympic'}]"
73,107,4020,51,146205,@holy_schnitt,ellie schnitt,6s,so have people always been this weird about the female athletes in the olympics or is it a fun unique little thing we’re doing this year,so have peopl alway been this weird about the femal athlet in the olymp or is it a fun uniqu littl thing were do this year,neutral,0.6006413698196411,[]
30,128,653,2,8972,@FLVoiceNews,Florida’s Voice,6s,"FLASHBACK: Amidst a male athlete defeating a female at the Olympics, Gov. Ron DeSantis' office is reminding people that Florida already equalized sports via the 2021 Fairness in Women's Sports Act",flashback amidst a male athlet defeat a femal at the olymp gov ron desanti offic is remind peopl that florida alreadi equal sport via the 2021 fair in women sport act,neutral,0.856662929058075,"[{'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'PER', 'word': 'Ron DeSantis'}, {'entity': 'LOC', 'word': 'Florida'}]"
81,563,1604,144,48357,@GrGuenter,Guenter GR,6s,"Now in the news:

She had interviewed Covid swimmer Peaty face to face but 4 days later she's very sick with an ""A/C cold"" or ""chest infection"". She doesnt test but continues to interview Olympic athletes face to face and without mask bc she's tough. ",now in the news she had interview covid swimmer peati face to face but 4 day later shes veri sick with an ac cold or chest infect she doesnt test but continu to interview olymp athlet face to face and without mask bc shes tough,negative,0.6043792963027954,"[{'entity': 'ORG', 'word': 'Covid'}, {'entity': 'PER', 'word': 'P'}, {'entity': 'PER', 'word': '##eaty'}]"
27,381,3828,207,323572,@MauRSchneider,Mauricio Schneider,6s,"Imane Khelif is a woman, and it’s not her first Olympic Games. Carini was not up to the challenge, unfortunately. Here’s Khelif’s Olympic fight vs Kerrington in 2020, where Kerrington (a more skilled fighter) won:",iman khelif is a woman and it not her first olymp game carini was not up to the challeng unfortun here khelif olymp fight vs kerrington in 2020 where kerrington a more skill fighter won,neutral,0.7059313058853149,"[{'entity': 'PER', 'word': 'I'}, {'entity': 'PER', 'word': '##mane Khelif'}, {'entity': 'MISC', 'word': 'Olympic Games'}, {'entity': 'PER', 'word': 'Carini'}, {'entity': 'PER', 'word': 'Kif'}, {'entity': 'MISC', 'word': 'Olympic'}, {'entity': 'PER', 'word': 'Kerrington'}]"
27,381,3830,207,323926,@MauRSchneider,Mauricio Schneider,6s,"Imane Khelif is a woman, and it’s not her first Olympic Games. Carini was not up to the challenge, unfortunately. Here’s Khelif’s Olympic fight vs Kerrington in 2020, where Kerrington (a more skilled fighter) won:",iman khelif is a woman and it not her first olymp game carini was not up to the challeng unfortun here khelif olymp fight vs kerrington in 2020 where kerrington a more skill fighter won,neutral,0.7059313058853149,"[{'entity': 'PER', 'word': 'I'}, {'entity': 'PER', 'word': '##mane Khelif'}, {'entity': 'MISC', 'word': 'Olympic Games'}, {'entity': 'PER', 'word': 'Carini'}, {'entity': 'PER', 'word': 'Kif'}, {'entity': 'MISC', 'word': 'Olympic'}, {'entity': 'PER', 'word': 'Kerrington'}]"
2,3,176,1,28548,@maplefritos,"Mega MAGA Republican Maplefritos, Esq.",6s,"The hand in the pocket is just next level. “Yeah bro whatever, Olympic gun go bang bang, give me my shiny necklace”",the hand in the pocket is just next level yeah bro whatev olymp gun go bang bang give me my shini necklac,positive,0.7615784406661987,[]
8,4,208,2,7093,@0SillyMacaroni,Silly Macaroni,6s,"She's not a man - never was. 
You really think a Muslim country sent a transexual athlete to the Olympics?!",shes not a man never was you realli think a muslim countri sent a transexu athlet to the olymp,negative,0.7201168537139893,"[{'entity': 'MISC', 'word': 'Muslim'}]"
134,2930,20247,169,363182,@TeamUSA,Team USA,6s,"HISTORIC WIN  

The women of 
@USAFencing
 take home the first-ever U.S. Olympic gold in team foil!

#ParisOlympics",histor win the women of take home the firstev us olymp gold in team foil,positive,0.5646349787712097,"[{'entity': 'ORG', 'word': 'USAF'}, {'entity': 'LOC', 'word': 'U S'}, {'entity': 'MISC', 'word': 'Olympic'}]"
3,34,304,3,11819,@FightingIrish,The Fighting Irish,6s,"ANOTHER GOLD FOR 
@leetothekiefer
 

The Irish alum helped lead 
@TeamUSA
's women's foil team to GOLD — the US's first team gold in Olympic history!

#GoIrish | #OlympiansMadeHere",anoth gold for the irish alum help lead s women foil team to gold the uss first team gold in olymp histori,positive,0.6565005779266357,"[{'entity': 'PER', 'word': 'le'}, {'entity': 'MISC', 'word': 'Irish'}, {'entity': 'ORG', 'word': 'TeamUSA'}, {'entity': 'LOC', 'word': 'US'}, {'entity': 'MISC', 'word': 'Olympic'}]"
11,2,224,15,21028,@PillbugPrince,PrinceyTEAM SEAFOAM,6s,"XY chromosomes, but was born with female reproductive organs and has lived as a woman for her entire life. She was only discovered to have an intersex condition at the age of 24 when the Olympic committee tested her. She has every right to compete in her sport.",xy chromosom but was born with femal reproduct organ and has live as a woman for her entir life she was onli discov to have an intersex condit at the age of 24 when the olymp committe test her she has everi right to compet in her sport,neutral,0.8493700623512268,[]
48,196,1130,33,18944,@ShayWoulahan,Shay,6s,Trans activists can’t comprehend why women are criticising the Olympics over someone who isn’t trans because they convinced themselves we were just “anti trans” and ignored the fact our goal was always fairness in women’s sports and excluding all men.,tran activist cant comprehend whi women are criticis the olymp over someon who isnt tran becaus they convinc themselv we were just anti tran and ignor the fact our goal was alway fair in women sport and exclud all men,negative,0.6012539267539978,[]
11,17,364,10,16066,@KelseyTuoc,Kelsey Piper,6s,I don't care what rules the Olympics make about intersex athletes but I do care if people choose to express their criticisms of the judgment the Olympic committee makes by being cruel and vicious to an athlete who is competing as she was told she's allowed to do.,i dont care what rule the olymp make about intersex athlet but i do care if peopl choos to express their critic of the judgment the olymp committe make by be cruel and vicious to an athlet who is compet as she was told shes allow to do,negative,0.6156033873558044,"[{'entity': 'MISC', 'word': 'Olympics'}]"
111,199,711,8,16962,@drsimonegold,Dr. Simone Gold,6s,"The Olympics allowed a biological man, Imane Khelif, to fight as a woman in Paris. 

He then allegedly broke the nose of Female Italian Boxer Angela Carini which forced the fight to be called off within just 46 seconds.

This is so unjust.",the olymp allow a biolog man iman khelif to fight as a woman in pari he then alleg broke the nose of femal italian boxer angela carini which forc the fight to be call off within just 46 second this is so unjust,negative,0.8254287838935852,"[{'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'PER', 'word': 'Imane Khelif'}, {'entity': 'LOC', 'word': 'Paris'}, {'entity': 'MISC', 'word': 'Italian'}]"
4,23,1060,3,49731,@ChrissaSJE,フーリ (FOOLY URAMESHI),6s,She ain't bobbed and weaved or nothing? She thought she was training for play play or for the Olympics ,she aint bob and weav or noth she thought she was train for play play or for the olymp,neutral,0.7093599438667297,[]
21,14,906,18,225336,@TysBurnerAcc,Mr. SRT,6s,My thing is.. she was in the 2020 Olympics so why is it an issue now?,my thing is she was in the 2020 olymp so whi is it an issu now,neutral,0.8936318755149841,[]
140,242,1284,41,117948,@Olympics,The Olympic Games,6s,"Simone, you've inspired us to believe in the impossible, to push through challenges, and to always reach for the stars. 

#Olympics #Paris2024",simon youv inspir us to believ in the imposs to push through challeng and to alway reach for the star,positive,0.8799131512641907,"[{'entity': 'PER', 'word': 'Simone'}, {'entity': 'MISC', 'word': 'Olympics'}]"
6,56,206,22,32822,@Braden_Keith,Braden Keith,6s,"United States of Arizona State: swimmers who trained with the Bowman/Behm crew in Tempe at least through March, some longer. #Olympics 

ASU Swimmers:
Medals Table:
Note: the school vs. country medals table is misleading, because Arizona State's relays would not have medaled on their own. But it's still bonkers.",unit state of arizona state swimmer who train with the bowmanbehm crew in temp at least through march some longer asu swimmer medal tabl note the school vs countri medal tabl is mislead becaus arizona state relay would not have medal on their own but it still bonker,neutral,0.8694579601287842,"[{'entity': 'LOC', 'word': 'United States'}, {'entity': 'ORG', 'word': 'Arizona State'}, {'entity': 'ORG', 'word': 'Bowman Behm'}, {'entity': 'LOC', 'word': 'Te'}, {'entity': 'LOC', 'word': '##mpe'}, {'entity': 'MISC', 'word': 'Olympics ASU'}]"
45,149,3050,87,71918,@nikicaga,Nikolaj,6s,"If Khelif wins Algeria a medal at the Olympics, the transphobes will have to face the full might of Algerian Twitter defending her

May god have mercy upon their wretched souls",if khelif win algeria a medal at the olymp the transphob will have to face the full might of algerian twitter defend her may god have merci upon their wretch soul,negative,0.6352812647819519,"[{'entity': 'PER', 'word': 'Khelif'}, {'entity': 'LOC', 'word': 'Algeria'}, {'entity': 'MISC', 'word': 'Olympics'}]"
25,24,547,2,44111,@EwanMacKenna,Ewan MacKenna,6s,"I got the feeling rewatching that if Daina Moorehouse had knocked Wassila Lkhadiri out, they'd have picked up the French woman's unconscious body and raised her arm á la Weekend At Bernie's/Carlow Post Office. #Olympics",i got the feel rewatch that if daina moorehous had knock wassila lkhadiri out theyd have pick up the french woman unconsci bodi and rais her arm á la weekend at berniescarlow post offic,neutral,0.8440427184104919,"[{'entity': 'PER', 'word': 'Daina Moorehouse'}, {'entity': 'PER', 'word': 'Wasla Lkhadiri'}, {'entity': 'MISC', 'word': 'French'}, {'entity': 'MISC', 'word': 'Weekend'}, {'entity': 'LOC', 'word': 'Carlow Post Office'}]"
95,386,7026,411,438727,@BBCSport,BBC Sport,6s,"""I think you better say something."" 

Clare Balding paid an emotional tribute to Andy Murray after he played the final match of his career 

 #Olympics #Paris2024",i think you better say someth clare bald paid an emot tribut to andi murray after he play the final match of his career,neutral,0.7970291972160339,"[{'entity': 'PER', 'word': 'Clare Balding'}, {'entity': 'PER', 'word': 'Andy Murray'}, {'entity': 'MISC', 'word': 'Olympics'}]"
63,71,923,4,44068,@gat0g1rl,Jaytee,6s,This is a man who found a way to legitimize the brutalization of women. Let him fight other trans athletes or men. The Olympic committee that allowed this should be brought up on charges,this is a man who found a way to legitim the brutal of women let him fight other tran athlet or men the olymp committe that allow this should be brought up on charg,negative,0.8380577564239502,[]
58,109,864,16,26185,@JustLuai,Luai Ahmed,6s,It’s fascinating how people believe Algeria would be sending a transperson to the Olympics. The only place Algeria sends transpeople to is mental institutions - not the Olympics.,it fascin how peopl believ algeria would be send a transperson to the olymp the onli place algeria send transpeopl to is mental institut not the olymp,neutral,0.6408817768096924,"[{'entity': 'LOC', 'word': 'Algeria'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'LOC', 'word': 'Algeria'}]"
76,75,3043,13,41264,@JPegula,Jessie Pegula,6s,My Olympic Games didn’t go the way I wanted but it is always an honor to represent the . I’ll never forget the atmosphere I experienced on Chatrier. I love my country and love my team  ,my olymp game didnt go the way i want but it is alway an honor to repres the ill never forget the atmospher i experienc on chatrier i love my countri and love my team,positive,0.927440345287323,"[{'entity': 'MISC', 'word': 'Olympic Games'}]"
40,73,218,4,3259,@BrianTamakiNZ,Brian Tamaki,6s,"STOP PRESS 

Angela Carini lasted only 46 seconds against her transgender male opponent Imane Khelif at the Olympics.

#IStandWithAngelaCarini is now trending across the globe as people are outraged at what they witnessed.

It is an atrocity that transgender men are competing in women’s sports.

The absurdity has been on full display at this Olympics. Women’s lives are endangered now. Kids are receiving the message loud and clear…it’s okay for men to beat up women.

Mike Tyson has come out saying he'll fight the Olympic DUDE and donate all proceeds to a battered women's charity.

Transgender ideology has seeped into every area of society. The Paris Olympics is a warning, it reveals the utter failings of religion and Western countries’ collapse.

The world is turning into Sodom and Gomorrah. There's no hiding it. Since the Olympics Opening Ceremony, Sodom and Gomorrah have been two of the most searched words.

The whole transgender deception has overridden God’s common law.

THE SOLUTION:
I’m calling for the NZ government to legislate ASAP that there are only two genders
1. A biological male (man)
2. A biological female (woman)

When you legislate that there are only two genders, it cleans up a whole lot of this nonsense, including:
 No trans men competing in women’s sports
 No puberty blockers
 The RSE guidelines in school are no longer relevant
 No more trans men in women’s spaces…bathrooms, changing rooms, dressing rooms
 No more drag queens reading to kids in libraries

The NZ Police are now training officers that it’s a Hate Crime to say that there are only two genders. They are preparing to protect this dysfunction in our countries. There is no such hate crime law that will permit this. 

I believe every country in the world should be doing this…legislating that their are only two genders!

The safety of our children, families, and our countries is at stake here. This rainbow ideology is destroying our societies and economies.

It all comes down to money. Rainbow money has taken over the world. Money, is why the IOC allowed this trans madness to occur. They don’t want to upset the woke companies that sponsor their games. They don’t care that they upset the millions of viewers worldwide. They only care about the money.

DEI is ruling our world, and I won’t stand for it!

These Olympics have been an absolute failure and embarrassment from the beginning.

Join me as we continue to fight for only two genders.

#Only2Genders 
#SaveWomensSports #TheFightforFemale 
@Olympics
 @TheNZTeam
 

@1NewsNZ
 @NZStuff
 @nzherald
 @NewstalkZB
 @rnz_news
 @theplatform_nz
 @SeanPlunket
 @RCR_NZ",stop press angela carini last onli 46 second against her transgend male oppon iman khelif at the olymp is now trend across the globe as peopl are outrag at what they wit it is an atroc that transgend men are compet in women sport the absurd has been on full display at this olymp women live are endang now kid are receiv the messag loud and clearit okay for men to beat up women mike tyson has come out say hell fight the olymp dude and donat all proceed to a batter women chariti transgend ideolog has seep into everi area of societi the pari olymp is a warn it reveal the utter fail of religion and western countri collaps the world is turn into sodom and gomorrah there no hide it sinc the olymp open ceremoni sodom and gomorrah have been two of the most search word the whole transgend decept has overridden god common law the solut im call for the nz govern to legisl asap that there are onli two gender 1 a biolog male man 2 a biolog femal woman when you legisl that there are onli two gender it clean up a whole lot of this nonsens includ no tran men compet in women sport no puberti blocker the rse guidelin in school are no longer relev no more tran men in women spacesbathroom chang room dress room no more drag queen read to kid in librari the nz polic are now train offic that it a hate crime to say that there are onli two gender they are prepar to protect this dysfunct in our countri there is no such hate crime law that will permit this i believ everi countri in the world should be do thislegisl that their are onli two gender the safeti of our children famili and our countri is at stake here this rainbow ideolog is destroy our societi and economi it all come down to money rainbow money has taken over the world money is whi the ioc allow this tran mad to occur they dont want to upset the woke compani that sponsor their game they dont care that they upset the million of viewer worldwid they onli care about the money dei is rule our world and i wont stand for it these olymp have been an absolut failur and embarrass from the begin join me as we continu to fight for onli two gender,negative,0.7953613996505737,"[{'entity': 'PER', 'word': 'Angela Carini'}, {'entity': 'PER', 'word': 'I'}, {'entity': 'PER', 'word': '##man'}, {'entity': 'PER', 'word': '##e Khelif'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'PER', 'word': 'ISnge'}, {'entity': 'PER', 'word': '##laCarini'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'PER', 'word': 'Mike Tyson'}, {'entity': 'MISC', 'word': 'Olympic'}, {'entity': 'MISC', 'word': 'Transgen'}, {'entity': 'MISC', 'word': 'Paris Olympics'}, {'entity': 'MISC', 'word': 'Western'}, {'entity': 'MISC', 'word': 'Sodom Gomorrah'}, {'entity': 'MISC', 'word': 'Olympics Opening Ceony'}, {'entity': 'MISC', 'word': 'Sodom'}, {'entity': 'MISC', 'word': 'Gomorrah'}, {'entity': 'PER', 'word': 'God'}, {'entity': 'LOC', 'word': 'NZ'}, {'entity': 'MISC', 'word': 'RS'}, {'entity': 'ORG', 'word': 'NZ Police'}, {'entity': 'MISC', 'word': 'Rainbow'}]"
