,yanıt sayısı,yeniden gönderi sayısı,beğeni sayısı,yer işareti sayısı,görüntülenme sayısı,user_name,nick,date,Tweet
403,85,178,871,13,40806,@WTA,wta,5s,"Going for the GOLD 

Who will win it all in Paris? 
@Olympics
 | #Paris2024 | #Tennis"
404,78,58,563,45,48994,@DramaAlert,DramaAlert,5s,"Olympic athletes PUKING due to the conditions of the games allegedly… 

Is this really how we treat our best athletes? 

Source: Sports Bible."
405,19,322,2082,38,70770,@TheTennisLetter,The Tennis Letter,5s,"Donna Vekic becomes the first Croatian player in history to reach the Olympics Singles Final. 

No man or woman has done it before her. 

From almost quitting tennis to playing for an Olympic Gold Medal. 

Never, ever give up on yourself. 

IDEMO. "
407,16,78,881,23,20921,@popalorena,LorenaPopa,5s,"INTO THE OLYMPICS FINAL!! What an amazing performance and run, Donna Vekic will be an Olympic medalist, so proud!!!!!!!! She'll fight for a gold or a silver medal, this is not a dream, this is real!!!! IDEMOOOOOOOO "
408,10,153,758,15,25524,@ITFTennis,ITF,5s,"Fighting all the way to the final! 

Donna Vekic becomes the first Croatian player, man or woman, to reach an Olympic singles final! 

#Paris2024 | #Olympics | #tennis"
409,39,21,262,1,57886,@FoxNews,Fox News,5s,BREAKING: Katie Ledecky wins record-breaking 13th Olympic medal in women's 4x200M freestyle relay
410,11,39,184,6,112556,@nytimes,The New York Times,5s," Australia won the women’s 4x200 freestyle relay.  The U.S. took silver, securing Katie Ledecky’s 13th medal, making her the most decorated American woman in Olympic history. 

See more results: https://nyti.ms/4dpa5Qf"
411,22,53,731,18,147253,@BBCSport,BBC Sport,5s,"Reigning Olympic champion Beth Shriever in supreme form en route to the semi-finals of the BMX racing. 

#BBCOlympics #Olympics #Paris2024"
412,2,21,330,3,11124,@AvidVolley,Avid,5s,"The USA  will officially qualify for the quarterfinals at the Olympics with at least one set win against France 

USA's finish in Pool A will depend on the result between - as well."
413,16,115,842,12,25779,@WTA,wta,5s,"this girl is on FIRE 

Donna Vekic will play for the gold after defeating Schmiedlova 6-4, 6-0! 
@Olympics
 | #Paris2024 | #Tennis"
414,104,955,7259,63,283689,@BleacherReport,Bleacher Report,5s,"57 STRAIGHT WINS FOR TEAM USA. 2ND STRAIGHT OLYMPIC WIN 

Stewie: 26 PTS, 7 REB, 4 AST
A'ja: 23 PTS, 13 REB, 3 STL

DOMINANT. "
415,104,955,7264,63,283860,@BleacherReport,Bleacher Report,5s,"57 STRAIGHT WINS FOR TEAM USA. 2ND STRAIGHT OLYMPIC WIN 

Stewie: 26 PTS, 7 REB, 4 AST
A'ja: 23 PTS, 13 REB, 3 STL

DOMINANT. "
416,2,38,215,5,9006,@theeluvvbelow,taraji p henchmen,5s,JuJu making her Olympic debut at home is a storybook moment 
417,39,130,1485,12,50431,@josemorgado,José Morgado,5s,"Donna Vekic will be an Olympic medalist! 

Beats Anna Karolina Schmiedlova 6-4, 6-0 to reach the #Paris2024 final against Zheng on Saturday. They will play for #Gold! 

ASK will play for #Bronze against Iga Swiatek tomorrow."
418,21,82,821,8,14541,@Team_Vekic,Team Vekic,5s,"Donna Vekic is an Olympic medalist  Absolutely speechless  
@DonnaVekic"
419,37,24,277,2,10450,@z_kortu,Z kortu - informacje tenisowe | Tennis news,5s," Qinwen Zheng - Donna Vekić w sobotnim finale igrzysk! Chorwatka pokonała Annę Karolinę Schmiedlovą 6:4, 6:0. Słowaczka będzie rywalką Igi Świątek w meczu o brąz w piątek w drugim spotkaniu od godz. 13:30 (po starciu Alcaraz - Auger-Aliassime).

 Getty Images | #Olympics | #Paris2024 | #Tennis | #czasnatenis

 Qinwen Zheng - Donna Vekić in the final! Vekić beats Anna Karolina Schmiedlova 6:4, 6:0. Schmiedlova will play against Iga Świątek on Friday for the bronze medal in the 2nd match from 13:30 CET (after Alcaraz - Auger-Aliassime)."
420,6,20,210,5,4082,@MissSassbox,"Sassington, M.C.",5s,"we stan a petty champion yes we do, we love Olympic mess HOW BOUT YOU "
422,203,20,160,5,28405,@MajToure999,MajToure999,5s,"Now that it’s died down a bit…

The Olympics opening ceremony wasn’t actually a depiction of “The Last Supper.”

It was “The Feast Of Dionysus.”

#TheMoreYouKnow"
423,2,54,497,12,26383,@salim_mussa,Salim Mussa,5s,"I gotta admit those tears worked. 

She got some of the world believing Islam-dominated Algeria would send a transgender athlete to represent them in the Olympics."
424,12,191,1145,37,48172,@big_business_,Ahmed/The Ears/IG: BigBizTheGod,5s,Sabrina Ionescu shushes the crowd as the USA Women's Basketball team win their 57th consecutive game in Olympic competition
425,42,101,1092,246,127558,@DanielHussey2,Daniel Hussey,5s,"Irish in Olympics action on Friday:

09:44 - Shane Lowry (Golf Round 2)
09:54 - Keogh/Murtagh (Rowing B Final)
10:10 - Cathal Doyle (1500m Heat 1)
10:21 - Luke McCann (1500m Heat 2)
10:32 - Andrew Coscoran (1500m Heat 3)
10:30 - Corrigan/Timoney (Rowing Final)
10:35 - Ellen Walshe (200m Ind. Medley Heat 5)
11:02 - McCarthy/O’Donovan (Rowing Final)
11:15 - Eve McMahon (Sailing Race 3-4)
11:22 - Casey/Cremen (Women’s Rowing Final)
12:06 - Rory McIlroy (Golf Round 2)
12:13 - Waddilove/Dickson (Men’s Skiff Final)
13:00 - Team Jumping (Equestrian)
14:30 - Jegou/Hendrick (Kayak Time Trial)
14:35 - Finn Lynch (Sailing Race 3-4)
14:46 - Michaela Walsh (Boxing R16)
15:40 - Madison Corcoran (Kayak Time Trial)
16:00 - Ireland vs NZ (Men’s Hockey Group)
17:36 - Jodie McCann (5000m Heat 2)
18:22 - Mixed 4x400m Relay (Heat 2)
19:10 - Eric Favors (Shot Put Quali.)

Safe to say it’s a busy day!!"
426,34,107,590,65,37373,@marouane53,Marouane A. Lamharzi,5s,"Lots of talk about Algerian boxer Imane Khelif at the Olympics. Time to clear up some misconceptions.

First off, Khelif isn't unbeatable. She's lost 9 fights and had 4 draws out of 50. At the Tokyo Olympics, she placed 4th. Good, but not dominating.

Khelif might be intersex or have hyperandrogenism. Basically, her body produces more testosterone than typical for women. It's a natural variation.

Last year, she was disqualified from World Championships due to XY chromosomes. But biology isn't simple, you can have XY chromosomes and still develop as a woman.

Important context: Khelif is from Algeria, where LGBTQ+ identities are criminalized. The idea that they'd knowingly send a trans athlete doesn't make sense.

Khelif's been competing as a woman her whole career. This isn't a case of someone switching categories to gain an advantage.

The real issue here is how sports organizations deal with natural biological variations. There's no easy answer.

Some people are using this to attack the LGBTQ+ community, but that's misguided. Khelif's case is about intersex athletes, not trans athletes.

The online hate and bullying Khelif's facing is brutal. Imagine having your identity questioned and attacked on a global stage, just for being yourself. That's gotta be devastating.
And whatever your stance on the sports policy debate, remember Khelif's a real person dealing with intense scrutiny and cruel comments. 

A little empathy goes a long way."
427,14,384,1901,19,14890,@stanzipotenza,Stanzi,5s,weird how none of the conservatives accusing cis female athletes of being trans are speaking up about the convicted rapist who’s been allowed to compete in the Olympics.
428,46,217,248,11,23615,@AmericanHubener,Recall Katie Hobbs,5s,"𝗪𝗲 𝗺𝘂𝘀𝘁 𝗮𝘀𝗸: 𝗗𝗼 𝗞𝗮𝗺𝗮𝗹𝗮 𝗮𝗻𝗱 𝘁𝗵𝗲 𝗪𝗼𝗸𝗲 𝗣𝗼𝗽𝗲 𝘀𝘂𝗽𝗽𝗼𝗿𝘁 𝗣𝗮𝗿𝗶𝘀 𝗽𝗲𝗱𝗼𝗽𝗵𝗶𝗹𝗶𝗮?

When the Jews are totally outraged by the Trans Last Supper at the Paris Olympics but the Woke Pope is not... 

When Donald Trump is totally outraged but Kamala Harris is not...

It's fair to lump Pope Francis & Kamala Harris together cus 𝘁𝗵𝗲𝘀𝗲 𝘁𝘄𝗼 𝗱𝗶𝗱 𝗺𝗼𝗿𝗲 𝘁𝗼 𝗽𝘂𝘀𝗵 𝗢𝗽𝗲𝗻 𝗕𝗼𝗿𝗱𝗲𝗿𝘀 & 𝗰𝗼𝘃𝗲𝗿𝘂𝗽 𝗳𝗼𝗿 𝗽𝗲𝗱𝗼𝗽𝗵𝗶𝗹𝗲 𝗽𝗿𝗶𝗲𝘀𝘁𝘀 & 𝗳𝗮𝗰𝗶𝗹𝗶𝘁𝗮𝘁𝗲 𝗰𝗵𝗶𝗹𝗱 𝘀𝗲𝘅 𝘁𝗿𝗮𝗳𝗳𝗶𝗰𝗸𝗶𝗻𝗴 𝘁𝗵𝗮𝗻 𝗮𝗻𝘆 𝘁𝘄𝗼 𝗼𝗻 𝘁𝗵𝗲 𝗽𝗹𝗮𝗻𝗲𝘁!"
429,13,16,278,5,10380,@Lons,Lon Harris,5s,"Is the goal of Olympic boxing, at its core, not to hit someone harder than they have ever been hit? I mean, is that not what the gold medal is for?"
430,1,64,327,10,7793,@TylerDeLuca,Tyler DeLuca,5s,Sabrina hitting that last 3 and shushing the crowd #Olympics
432,57,34,440,5,5267,@redheadranting,Redhead Ranting,5s,"I was just over at Facebook because I posted about Khelif yesterday and all the white woke women with trans children are telling me and others to be nice, because they have trans kids. They say we are hateful.

I simply asked if everyone was ok with men boxing women as olympic sport. There was no hate on my part. 

Why is it that stating the facts - that Khelif is male with XY chromosomes, and male testosterone levels - is considered hateful? 

If stating the facts hurts their feelings or their children's feelings isn't that a them problem? If facts hurt their feelings, how can we possibly know what other things hurts their feelings? I cannot navigate a normal conversation with those kinds of parameters."
433,64,51,299,2,15370,@EdtheSock,Ed the Sock,5s,"In today's installment of 'Right Wing Imbeciles Comment on the Olympics', morons are claiming #ImaneKhelif is  #trans based on her appearance and ability. She is from Algeria, where trans is illegal, and has been and has lived as a woman since birth. #goldmedalformorons"
434,262,81,369,14,138746,@Olympics,The Olympic Games,5s,"#Silver for the USA! 

A strong showing to grab second place in swimming women's 4x200m freestyle relay. 

The USA has medalled in this event at every Olympic Games since it first took place in 1996, making it 8 medals in a row!

Katie Ledecky also breaks the medal record to become the most decorated female swimmer ever! 
@TeamUSA
 | 
@WorldAquatics
 | #Swimming
#Paris2024 | #Samsung | #TogetherforTomorrow"
435,24,51,277,2,8775,@CanadianPM,CanadianPM,5s,"It’s a golden Summer for #TeamCanada! Summer McIntosh wins her third medal of #Paris2024 – this time swimming to #gold in the women’s 200m butterfly – setting an Olympic record in the process.
 Photo credit: Leah Hennel/COC"
436,38,56,190,1,1868,@MsAvaArmstrong,"AvaArmstrong,Author",5s,"If gays and nonbinary people want to compete then they should have their OWN Olympics.

Our traditional Olympics are being destroyed."
437,87,74,374,79,91221,@MichaelBensonn,Michael Benson,5s," Statement from the IOC responding to the controversy around Imane Khelif and Lin Yu-Ting at the Paris 2024 Olympics: “The current aggression against these two athletes is based entirely on an arbitrary decision, which was taken without any proper procedure.”"
438,45,192,322,6,9803,@4Mischief,• ᗰISᑕᕼIᗴᖴ ™ •,5s,This will forever be the memory of the 2024 Paris Olympics. Shouldn’t every woman forced to fight a man do the same thing Angela Carini did and not give a biological man a platform to compete in female athletics?
439,80,31,219,23,156162,@dom_lucre,Dom Lucre | Breaker of Narratives,5s,"Male fighter at the Olympics was a woman, please watch what I mean before judging. If I’m wrong let me know. 

Please comment or like this video on YouTube to continue to help us break into the Liberal algorithm we gained 5k subs yesterday."
440,7,47,211,5,12620,@ClutchPoints,ClutchPoints,5s,"Breanna Stewart and A’ja Wilson DOMINATED Belgium on the way to Team USA’s 57th consecutive Olympics win 

Stewie: 
26 points
7 rebounds
4 assists

8-of-14 FG
9-of-10 FT

A’ja: 
23 points
13 rebounds

9-of-17 FG
5-of-6 FT"
442,4,65,264,19,7040,@scoobyhistory,Scooby-Doo History,5s,Laff-A-Lympics>>> Olympics
443,48,56,267,10,7691,@BenGilroyIRL,Ben Gilroy,5s,"ASSHOLE — Trans woman uses male strength to punch out female opponent in 46 seconds at woke Olympics Paris. Destroying her dreams, her years of hard work and dedication. This madness must be stopped. All female athletes must refuse to compete with trans women."
444,3,61,740,13,8357,@clutch2_j,J_CLUTCH2,5s,"They saying Angel name in the Olympic games, I respect it at least they know "
445,34,324,2365,19,33782,@AUSOlympicTeam,AUS Olympic Team,5s,"Gold for the 4x200m freestyle relay women 

Mollie O’Callaghan, Lani Pallister, Brianna Throssell and Ariarne Titmus dominated the field in 7:38.08 setting a new Olympic Record! 

#AllezAUS | 
@swimmingaus
 | 
@dolphinsaus"
446,6,65,792,3,11130,@bombsfall,SunDestroyer999,5s,"listen i might cry too if i was punched by an olympic boxer but that's why i don't box at the olympics and instead focus on my real passion, getting angry at clouds for blocking the stars at night"
447,105,1894,9153,216,379234,@cmclymer,Charlotte Clymer,5s,"Okay, time out. Listen up.

Contrary to the vile disinformation being spread online, there are no trans women competing in boxing at the Olympics. 

In fact, there are no trans women competing at all in the Olympics. None. Zilch.

There are two non-binary athletes competing who were assigned female at birth: track and field star Nikki Hiltz (U.S.) and soccer star Quinn (Canada).

There is one trans man competing (that means he was assigned female at birth): Hergie Bacyadan (Philippines), who became the first trans man to ever compete at the Olympics. He was soundly defeated by unanimous decision in the first round of women’s boxing by China’s Li Quan.

I take pride in all of these athletes who are breaking barriers, and it’s completely disgusting to watch insecure and hateful men on this site spread lies and half-truths about trans athletes.

My congratulations to Ms. Quan on her resounding victory, to Mr. Bacyadan for his historic accomplishment in qualifying for the Games, to Hiltz and Quinn for their representation on the highest stage, and to every athlete living up to the highest standards of competition and character.

We’re not gonna let bigots ruin these Games for us. They don’t get to have that power."
